author,timestamp,content,post_url,reactions
unknown,2019-04-08,Wasn't one by that name along the river off m-89 behind Little Caesar's. 12th st I think,https://www.facebook.com/groups/1996906587229548/posts/2086528584934014/?comment_id=2086542414932631&__cft__[0]=AZWTNdgp3Q5r6qXSfNh1GYPnINqo6iNcnCo1_mc3s67nzcnlGvWdrJuEtIoJ8aVg2Ux_31gsyCmDBUqc8hbAD--I5846OP49OUiC01a7zzMkoxhQvXtmCq16exzU-nV7YWa1kHhngNfD0dLh8RFUcSpnDo4MtSslxSSdUpE0MSO9tvtaUPlU6qasYB7l-wlIpjU&__tn__=R-R,0
unknown,2019-04-08,Just watched channel 3 news report. Mr. Upton was wandering around the meeting.,https://www.facebook.com/groups/1996906587229548/posts/2087606111492928/?comment_id=2087705738149632&__cft__[0]=AZXVODrFgYas4tw1FwTuvBoUiowBlMkHZPtiBgLjEuUQMRvO17gOwJ3wglKaDFE8vjjrhN2RkvqiisfcjAjWnbMfLHfGqcAOZaTzYDAQBycem7g_19FEDgIVekp3mZfKN-TZJCb0zJLk0eEIL0T1udXwE3odHTlLhuQrhlkmHTdBBj352KTXDHitKhBuW0pSuMTknVx6elBWHP7B6GM5-URV0srUdFg9heNTYVu5CjmdOA&__tn__=R-R,0
unknown,2019-04-08,Cw7 news is addressing this now,https://www.facebook.com/groups/1996906587229548/posts/2087606111492928/?comment_id=2087658458154360&__cft__[0]=AZXVODrFgYas4tw1FwTuvBoUiowBlMkHZPtiBgLjEuUQMRvO17gOwJ3wglKaDFE8vjjrhN2RkvqiisfcjAjWnbMfLHfGqcAOZaTzYDAQBycem7g_19FEDgIVekp3mZfKN-TZJCb0zJLk0eEIL0T1udXwE3odHTlLhuQrhlkmHTdBBj352KTXDHitKhBuW0pSuMTknVx6elBWHP7B6GM5-URV0srUdFg9heNTYVu5CjmdOA&__tn__=R-R,0
unknown,2019-04-08,"On my laptop the volume is so low I cannot understand
them.",https://www.facebook.com/groups/1996906587229548/posts/2080903592163180/?comment_id=2080956825491190&__cft__[0]=AZUtkbrGbj8kM_81Vk9nwsH4OqBjpL2gZiSSwAKd_Bb6gBp-_JnN72eRwxxxm2O1zYqOYWvOqZV5dAuBjEL9gRsKg-QOJ6Jv2g109QgwQxqB9qLQK9o6EI23_pk3O3TcG9zswKVtLLx_SrNt_oUz0AUu8us5jDKqYiyB0bmy-9sYQJ62MCCPFtly2_5f566s6Tpv-lUWcAUc5caBMsiPOfeABOr7S2x2FfPauJdGt5ASvQ&__tn__=R-R,0
unknown,2019-04-08,I still don't see it. It looks like that part of the broadcast says they will be right back. Anyway:The Governor is asking the Attorney General to take legal action against 3M.About the PFAS issues.,https://www.facebook.com/groups/1996906587229548/posts/2074307192822820/?comment_id=2074322809487925&__cft__[0]=AZXS3n1rpR3kpU7BLjhCdakM0phT-2ZoM0DtU6gf3JH7XvKKivpep2ISN4PLv01YBEyO8iORHh7YeQRPGJN3VFlzTLV_EkjFaIcrFJMr9L25Z1Cc_FFTJHOpqovEipMXXwLuih1TLVCK5hw9ji3bqynP7ffqKwfljjmVrgypC-jYeV1zplTxk_xgQz-PKmCK3kGsRlYlquCS84OtjYLa9VHn&__tn__=R-R,0
unknown,2019-04-08,Not seeing it yet. Give me a few.,https://www.facebook.com/groups/1996906587229548/posts/2074307192822820/?comment_id=2074310356155837&__cft__[0]=AZXS3n1rpR3kpU7BLjhCdakM0phT-2ZoM0DtU6gf3JH7XvKKivpep2ISN4PLv01YBEyO8iORHh7YeQRPGJN3VFlzTLV_EkjFaIcrFJMr9L25Z1Cc_FFTJHOpqovEipMXXwLuih1TLVCK5hw9ji3bqynP7ffqKwfljjmVrgypC-jYeV1zplTxk_xgQz-PKmCK3kGsRlYlquCS84OtjYLa9VHn&__tn__=R-R,0
unknown,2019-04-08,If you need help bring Saturday!,https://www.facebook.com/groups/1996906587229548/posts/2073916979528508/?comment_id=2074152552838284&__cft__[0]=AZUrwQHE2eq8a_LjCWFqt7LpHNbilkkkMpkblNGITCtbbRXESDcq0lSFP0RDhugAxcNpXYKv2JyuQ5iAsU1pdNS7OfBqlP79bQhA0eZBcUEaMIR39umyljxX-0PCLNsGLHarzgiYhQnaXSEv8uY98OZAaQJBQF4m1gum3EBWVELHGRu5yupjd15SuMXIFipP5Ew&__tn__=R-R,0
unknown,2019-04-08,How about endocrine/thyroid issues?,https://www.facebook.com/groups/1996906587229548/posts/2073916979528508/?comment_id=2073929616193911&__cft__[0]=AZUrwQHE2eq8a_LjCWFqt7LpHNbilkkkMpkblNGITCtbbRXESDcq0lSFP0RDhugAxcNpXYKv2JyuQ5iAsU1pdNS7OfBqlP79bQhA0eZBcUEaMIR39umyljxX-0PCLNsGLHarzgiYhQnaXSEv8uY98OZAaQJBQF4m1gum3EBWVELHGRu5yupjd15SuMXIFipP5Ew&__tn__=R-R,0
unknown,2019-04-08,It says page not available??,https://www.facebook.com/groups/1996906587229548/posts/2073458579574348/?comment_id=2073514149568791&__cft__[0]=AZUa_XDLXUuciWJ9FgftlcqX3ZpGMeL1ESlBLBomzIq8Tprc7Qo8SCgD5eNxA55GDOCT8ScmuMu8liz9vrbOoK1JqYXK3VJvz8zuvDn-RYliXJAS3lYtq3YGpOJsaPMw7fEUvU7hlMAzLCVWcsDvpRm0Y5dvNxFLIaUazaGwZhnVilBB4lPPlg4FOF-Je-3E3-a86zlPJtPumnxSlRWl3hqH&__tn__=R-R,0
unknown,2019-04-08,OK You answered it on an earlier post...Thanks!,https://www.facebook.com/groups/1996906587229548/posts/2073643832889156/?comment_id=2073645182889021&__cft__[0]=AZWipFSoOO0eJY0AMNpFVCwV9l92DjhfvmFsF1dSa489iN_Rfj5HR5PX1c8B5E6C5jKTrziQWJZi0kq6Vmguf-BQSJXRKrL8m--zQZYVs7qglPPd5XtXep38FNtPNIUXDwgvLEIXRZLlYp6-3GK7JYC9nRUWyJy_ZI4rXAerCoGf98PSkHipbi6KZXXTV12qbs0&__tn__=R-R,0
unknown,2019-04-08,"I just replied to your first comment. We have to wait because we still don’t know what to test for. EPA, DEQ have been working on what to test for this first round. Hope we get some answers soon. We don’t want people to waste their money until we know …
See more
",https://www.facebook.com/groups/1996906587229548/posts/2073643832889156/?comment_id=2073645172889022&__cft__[0]=AZWipFSoOO0eJY0AMNpFVCwV9l92DjhfvmFsF1dSa489iN_Rfj5HR5PX1c8B5E6C5jKTrziQWJZi0kq6Vmguf-BQSJXRKrL8m--zQZYVs7qglPPd5XtXep38FNtPNIUXDwgvLEIXRZLlYp6-3GK7JYC9nRUWyJy_ZI4rXAerCoGf98PSkHipbi6KZXXTV12qbs0&__tn__=R-R,0
unknown,2019-04-08,Sad I lived in Oscoda and swam in that lake back In the  60's. My dad worked on the planes on Wurthsmith AFB. My heart goes out to all those families and all our families in Otsego,https://www.facebook.com/groups/1996906587229548/posts/2072388336348039/?comment_id=2072503166336556&__cft__[0]=AZUlO5hmBfydn-NfDu8RW_roL2lYzBZ4LXazD7VxnQw9n5-73g1P9TirqNqnMzL8labntAnAs4h6FvLMZIuJF4hqD6KDvYa0RyoaAATXRynJr-_Z0Hvka1nLIPOJPDlqZA7L7-INcNbdlKME_xXbJjiMVTFKIa6agb8Qlatm4ZYDUvOcwNNvCE2dcASpzx1IecqGOs--GuhLa8CUAKn4qAdgnahY_MrfMWFeh4_RXvbm0g&__tn__=R-R,0
unknown,2019-04-08,"Proud to be there with such good people who know deep in their hearts something is very, very wrong, and who are committed to getting to the bottom of it -- come hell or high water.
Rosemary Van Fossen Parker
, thanks for getting my attention on this. …
See more
",https://www.facebook.com/groups/1996906587229548/posts/2061121174141422/?comment_id=2061561934097346&__cft__[0]=AZWT-hXvrNQjc3fegtBiWWKVTy7xPjRf3NHoKEQlN6t3FdkZP7hvOFnsKBNPYqX9fpyELzX8DozSnk9vcer1XWFlbZgP84Dccuz68NwUV8wI-nurYWtipGtFNm79HeUQT8FSeYQel5E7bpmcPCrSjfYt3C_nhVOCadTVNdNzcGor_1dvYYpmzuK_iZLlH_Ll0kjmBZNEcuByJWjusNnZCvZ-&__tn__=R-R,0
unknown,2019-04-08,I will give an update soon. Long day!,https://www.facebook.com/groups/1996906587229548/posts/2061121174141422/?comment_id=2061397117447161&__cft__[0]=AZWT-hXvrNQjc3fegtBiWWKVTy7xPjRf3NHoKEQlN6t3FdkZP7hvOFnsKBNPYqX9fpyELzX8DozSnk9vcer1XWFlbZgP84Dccuz68NwUV8wI-nurYWtipGtFNm79HeUQT8FSeYQel5E7bpmcPCrSjfYt3C_nhVOCadTVNdNzcGor_1dvYYpmzuK_iZLlH_Ll0kjmBZNEcuByJWjusNnZCvZ-&__tn__=R-R,0
unknown,2019-04-08,No one will ever touch this mess.,https://www.facebook.com/groups/1996906587229548/posts/2058897231030483/?comment_id=2059408847645988&__cft__[0]=AZXgg44BHu-6N9CH7WRsq5i29tLJ_8AH2QbvRMEPg1ARpOgG00uC3fsRq2mJCKmHVe8c0jKPNgun-fRSGmz7oMMJJUdGwmkJpoxMhfz-9TTg3FlEhPN8cHZDN2DNn-Z7uCepOB9OXsDSvi5vxAzjtqmlHi8YMIAkr4avbly47IL_QyYPvJ-hv7f9RbMNWVHV0yT9VlTfqtl2wOAtHTRDkbUa&__tn__=R-R,0
unknown,2019-04-08,We’re so close to getting this to the public!! For Erica,https://www.facebook.com/groups/1996906587229548/posts/2059401120980094/?comment_id=2059513954302144&__cft__[0]=AZUi_mWkU2Ti8uqJakKYGQzZndODUSB08xbfIkKcxyRP82l0RutM9YNOjsTLEFDqdg6pdqUXH9Z-s_4JnV1dGztBq0swlliFLlQ0sQFYvq2rHpABau5hv175sSUjNZQbuCIfoHhUooRnPjZfr4eSBbZ9hiW7QlIzAh_VOsh4D0SWzS4e3FRov6AJlO0nZDqw1rA&__tn__=R-R,0
unknown,2019-04-08,"S 16th St Otsego, later N 18th St Otsego",https://www.facebook.com/groups/1996906587229548/posts/2059401120980094/?comment_id=2059486634304876&__cft__[0]=AZUi_mWkU2Ti8uqJakKYGQzZndODUSB08xbfIkKcxyRP82l0RutM9YNOjsTLEFDqdg6pdqUXH9Z-s_4JnV1dGztBq0swlliFLlQ0sQFYvq2rHpABau5hv175sSUjNZQbuCIfoHhUooRnPjZfr4eSBbZ9hiW7QlIzAh_VOsh4D0SWzS4e3FRov6AJlO0nZDqw1rA&__tn__=R-R,0
unknown,2019-04-08,,https://www.facebook.com/groups/1996906587229548/posts/2059321930988013/?comment_id=2059439420976264&__cft__[0]=AZVdogRpCYr99Lh5bOUcN6yrL9slwSGHEj6gUxK0EUcK9vDwU5SrmXpJm6Tb0qqxAkxeuikXcleEMm0LohGgcZf5OoBvwYxlZQbQTz1WaBmH7qk30cS3eBm44B3SDE-0f2CnB2cFovH-h5IAU019OhQH9YLdB13UWekfBdVz4DgOtAUyI0DIaiM4Fn5vkdjP-Fs&__tn__=R-R,0
unknown,2019-04-08,"Know the feeling, I have so many family members there",https://www.facebook.com/groups/1996906587229548/posts/2059321930988013/?comment_id=2059324727654400&__cft__[0]=AZVdogRpCYr99Lh5bOUcN6yrL9slwSGHEj6gUxK0EUcK9vDwU5SrmXpJm6Tb0qqxAkxeuikXcleEMm0LohGgcZf5OoBvwYxlZQbQTz1WaBmH7qk30cS3eBm44B3SDE-0f2CnB2cFovH-h5IAU019OhQH9YLdB13UWekfBdVz4DgOtAUyI0DIaiM4Fn5vkdjP-Fs&__tn__=R-R,0
unknown,2019-04-08,Once they figured out how to burn mother liquor in the boilers they didn't use road binder anymore but that wasn't till 1983. At some time menasha tried to rid its 75 acres of past waste. And that's when they spread sludge.,https://www.facebook.com/groups/1996906587229548/posts/2056000307986842/?comment_id=2056194677967405&__cft__[0]=AZU1W4P92ZfwogPnO5vJzbd_Ih4_XzDZeVOWBaCuaMZco0I3mGRafyPxzJKBLh6mpcATOSDysig6LZ-pT_BnpHlXkJNnTuXfGv1_tvGa703yUezr85gfo6S6zuCrurOAFSvi8732IPm9YGUVSZRErG_7Xr2wy5aOW9SaqSn_M4EZ9niqngNM7G4df9cqO3_0kbRtkytbPMO4QaEMtJBYf81V&__tn__=R-R,0
unknown,2019-04-08,Somebody in the early 1980s made that.descion to.purge there landfill.,https://www.facebook.com/groups/1996906587229548/posts/2056000307986842/?comment_id=2056195821300624&__cft__[0]=AZU1W4P92ZfwogPnO5vJzbd_Ih4_XzDZeVOWBaCuaMZco0I3mGRafyPxzJKBLh6mpcATOSDysig6LZ-pT_BnpHlXkJNnTuXfGv1_tvGa703yUezr85gfo6S6zuCrurOAFSvi8732IPm9YGUVSZRErG_7Xr2wy5aOW9SaqSn_M4EZ9niqngNM7G4df9cqO3_0kbRtkytbPMO4QaEMtJBYf81V&__tn__=R-R,0
unknown,2019-04-08,Where is dump site 19?,https://www.facebook.com/groups/1996906587229548/posts/2057812434472296/?comment_id=2058454467741426&__cft__[0]=AZVcEPTUJ_dHIPXikhaxgrAvw6vohvG_XJhiFiOqFD_ZBrXjaRjCxISfi0Ft6sjDReqXSwA_TPhc6zcnBGpJogs00cMFNEMcebLuNBA0ChvuzKNXxmYy9oCbvLbnrgzaYrbC6zrjvW4WRwtLiPJqfQlfTiwIIcnzeb1K1h9ecikRPaUAmxv42kdqVFiPcfrYOb8&__tn__=R-R,0
unknown,2019-04-08,This is so very scary and wrong!!,https://www.facebook.com/groups/1996906587229548/posts/2057812434472296/?comment_id=2058452004408339&__cft__[0]=AZVcEPTUJ_dHIPXikhaxgrAvw6vohvG_XJhiFiOqFD_ZBrXjaRjCxISfi0Ft6sjDReqXSwA_TPhc6zcnBGpJogs00cMFNEMcebLuNBA0ChvuzKNXxmYy9oCbvLbnrgzaYrbC6zrjvW4WRwtLiPJqfQlfTiwIIcnzeb1K1h9ecikRPaUAmxv42kdqVFiPcfrYOb8&__tn__=R-R,0
unknown,2019-04-08,"What a shit hole!  If you  close up any kind of plant! You clean the property! Dont let Companys get away with shit like this. and make Tax payers clean up your pollution! Rock / Tenn now called Westrock paper you suck! Just like your mill in Battle Cr…
See more
",https://www.facebook.com/groups/1996906587229548/posts/2058898207697052/?comment_id=2059041561016050&__cft__[0]=AZUAuP2PYeF5A66iLW5HWaOZWa2zhB1NKw1v1gUxKD7kMHDg_wY0G_PuP-MmZ_HHM2qwkll9pN1W7Er8Hr7Dio9QqGyoqLvcPE7J7WilHgFXR2G3MYaqhwHlGKtZtqLMIvEyZ5lTLSnWVfWZBQDye-0LhwkXqtQEqwrdtnI7Ax0tfJ0eX5JYJN_0-byqhPI62WU1vksaxgXTb1trVJW2Frb0&__tn__=R-R,0
unknown,2019-04-08,"Its ironic the cannon movie camera my dad gave me before died in 1999 as a gift he had pancreatic cancer, might save lives.",https://www.facebook.com/groups/1996906587229548/posts/2044662955787244/?comment_id=2045584782361728&__cft__[0]=AZXzQMC10z2KEolNKmuS7DOhiRto4p3RfEO8u0QqAFjxmM6TMq8BIeLpXJph4ApxMzGi0zloW8YpqOAJGdenOINhPnjK2zJRD9nFESdxDumKdB1M_DS4FDKHezxoMTZM4mdO8z10iJxttUOaS6hJHu7val0O9X7AQm5Pi5Wdw2fI011qJ2YnpJ8ZClZzdw56tew&__tn__=R-R,0
unknown,2019-04-08,I'm hoping Tommarrow to start shooting depending whether my battery will charge on my camera,https://www.facebook.com/groups/1996906587229548/posts/2044662955787244/?comment_id=2045416132378593&__cft__[0]=AZXzQMC10z2KEolNKmuS7DOhiRto4p3RfEO8u0QqAFjxmM6TMq8BIeLpXJph4ApxMzGi0zloW8YpqOAJGdenOINhPnjK2zJRD9nFESdxDumKdB1M_DS4FDKHezxoMTZM4mdO8z10iJxttUOaS6hJHu7val0O9X7AQm5Pi5Wdw2fI011qJ2YnpJ8ZClZzdw56tew&__tn__=R-R,0
unknown,2019-04-08,Tommarrow some of the victims affected by bad wells..,https://www.facebook.com/groups/1996906587229548/posts/2045507939036079/?comment_id=2045508932369313&__cft__[0]=AZU3FGqMV5vbNlaCAxF79V8_fv79XA7rf4gAeTVoxOsQXgdydABmpTegOlPDXPDJNOIIjAsFQrDminsKvA8tAxBNULb5rlyINujhYqDSx4k8kyfGHrXvpIbmTs84syVofjAE96o07a92PZXFx9ctyxRRPoGYCO8-HcBeNMGFm4qM470FsmJcvMqg7c283ShtKd4&__tn__=R-R,0
unknown,2019-04-08,"Thank you Cody, Ryan and Brad for getting the story out.  A thanks.",https://www.facebook.com/groups/1996906587229548/posts/2025985900988283/?comment_id=2026376324282574&__cft__[0]=AZXehl_gfRKnDhrnfLOqedCZL1ghYr5JYyOyR4aKCum79LVLfnUg9eDtOlrEbxsAl9ercpzSXqtEhXpTFv15OGxxqjkW0Qfk8v43bQkCEnie173gD8K8IWQ89R253voCO8GvD51zs-ogp9ZZZ4EHbQeMO5rUdI_4qNRlWsGnX1ttSUQ6yLkryutkBgrBED4CW7IE22OoJP9WmE2W4Ts25L5WAUeW7KqoU3nrGCQjChpETg&__tn__=R-R,0
unknown,2019-04-08,Thank you cody!! We STILL WANT TO SEE OTSEGO CITY WATER RECORDS!!,https://www.facebook.com/groups/1996906587229548/posts/2025985900988283/?comment_id=2025987097654830&__cft__[0]=AZXehl_gfRKnDhrnfLOqedCZL1ghYr5JYyOyR4aKCum79LVLfnUg9eDtOlrEbxsAl9ercpzSXqtEhXpTFv15OGxxqjkW0Qfk8v43bQkCEnie173gD8K8IWQ89R253voCO8GvD51zs-ogp9ZZZ4EHbQeMO5rUdI_4qNRlWsGnX1ttSUQ6yLkryutkBgrBED4CW7IE22OoJP9WmE2W4Ts25L5WAUeW7KqoU3nrGCQjChpETg&__tn__=R-R,0
unknown,2019-04-08,What exactly did they test for? The list that doesn’t include VOC’s?!!! Your brother has every right to pursue this!! Thanks for sharing!!!,https://www.facebook.com/groups/1996906587229548/posts/2025490614371145/?comment_id=2025741087679431&__cft__[0]=AZWkXCZR4mkROoeJXcL7OaG2aIfTt24lbVSlV9q8sG9tNsTHgDJNja_Pl4l7xEUNQ2deMwHuRxbCVJj__tad-pJwWXtsYz6Lo4XQ6z7y-9zEnPKev84zfJZvbF8_uTBEXgFqy-4hkVXJOYWMA-QKNG2ciNKv9EEderYksmAZwve7Bk0baJnBoqf19U_Ip0ez9-GWoKKjlXbrmU6j92rs0ktl&__tn__=R-R,0
unknown,2019-04-08,I tried to tell this story in 1992 but got shut down.,https://www.facebook.com/groups/1996906587229548/posts/2025490614371145/?comment_id=2025656654354541&__cft__[0]=AZWkXCZR4mkROoeJXcL7OaG2aIfTt24lbVSlV9q8sG9tNsTHgDJNja_Pl4l7xEUNQ2deMwHuRxbCVJj__tad-pJwWXtsYz6Lo4XQ6z7y-9zEnPKev84zfJZvbF8_uTBEXgFqy-4hkVXJOYWMA-QKNG2ciNKv9EEderYksmAZwve7Bk0baJnBoqf19U_Ip0ez9-GWoKKjlXbrmU6j92rs0ktl&__tn__=R-R,0
unknown,2019-04-08,I’m working on it Mary. I did get a confirmation email about it. I will be sure to follow up on it,https://www.facebook.com/groups/1996906587229548/posts/2025500734370133/?comment_id=2025520931034780&__cft__[0]=AZU6me59J-C9-nOLQj23hPSpip667-Q09vD2OV6cLl4XC65PoWxDm5814r9M5t2vHNDQl4gdCd3nEiWd-9GaQM2iOkb9rnw2s3YikhNlV3F3BHIz86oug-T0oDvhJ5ZMZOPHH7QKwsrv-Pg7zGadaa0bAIvo4xiJtoaI6pZyZ0H5fqSLiVcrCI-o7qd5I4rxrZdL8HHCozD010-6ivpbZaR9&__tn__=R-R,0
unknown,2019-04-08,I was class of 84 Glad i left back then because my Health is good by my last check a few months ago,https://www.facebook.com/groups/1996906587229548/posts/2025382201048653/?comment_id=2025696004350606&__cft__[0]=AZVrt3R7BU3RAKbK7Em_Qs8AzVzNX0K7BODYeNCO2vJS01pYc9a6nLikrKeuWzB7BdXDoFOmQnVcAbaV0yu3LYRE9zUgA6LheLWTUDCm9pV1derM0A94t9Wom4uEswGMqoD_o3O5xZKngov2mH5esdVs8Yu6-NnIkkprjZJbYHbs0Y-ehcclYKNThkrm9YvVO9Y&__tn__=R-R,0
unknown,2019-04-08,His well is 400 yards away. Its good his nickname was Dozed in high school he's ohs class of 89.,https://www.facebook.com/groups/1996906587229548/posts/2025382201048653/?comment_id=2025655261021347&__cft__[0]=AZVrt3R7BU3RAKbK7Em_Qs8AzVzNX0K7BODYeNCO2vJS01pYc9a6nLikrKeuWzB7BdXDoFOmQnVcAbaV0yu3LYRE9zUgA6LheLWTUDCm9pV1derM0A94t9Wom4uEswGMqoD_o3O5xZKngov2mH5esdVs8Yu6-NnIkkprjZJbYHbs0Y-ehcclYKNThkrm9YvVO9Y&__tn__=R-R,0
unknown,2019-04-08,I remember catching frogs out of the pond when I was a kid and going to that park all the time. We took our kids last summer a lot of the pond was dried up and it smelled.,https://www.facebook.com/groups/1996906587229548/posts/2023937301193143/?comment_id=2025364917717048&__cft__[0]=AZXvfcRZ06VdKoqII_HzRIi09rxpc1GDCkRaGzf_LSSW1qVblw20oPuT0hHqvyFsmsGZqhwgglvoDzS_8c1ZhkU-4QzceCG6rc7FhPgqNvYxn_vGOkogU6phsU-AVuCsJMmtOP9dCLTbRy-vrWXaLN30Le6P7RaB6WPQLYNn_EwA3IF9s9CwmtxvFmDus6n7bdoquE5EqEX6R3Ye8nCMHnU_&__tn__=R-R,0
unknown,2019-04-08,"I'm sorry but that park looks worse and worse every year. And it may not be like this last flood but it floods every year. There is wetlands behind the creek. I have also been one of those family's who had pictures done there. But that creek/swamp is w…
See more
",https://www.facebook.com/groups/1996906587229548/posts/2023937301193143/?comment_id=2025305037723036&__cft__[0]=AZXvfcRZ06VdKoqII_HzRIi09rxpc1GDCkRaGzf_LSSW1qVblw20oPuT0hHqvyFsmsGZqhwgglvoDzS_8c1ZhkU-4QzceCG6rc7FhPgqNvYxn_vGOkogU6phsU-AVuCsJMmtOP9dCLTbRy-vrWXaLN30Le6P7RaB6WPQLYNn_EwA3IF9s9CwmtxvFmDus6n7bdoquE5EqEX6R3Ye8nCMHnU_&__tn__=R-R,0
unknown,2019-04-08,This seems to be accurate as far as the processes in the mill. I cannot speak to accuracy of the levels of contaminates shown.,https://www.facebook.com/groups/1996906587229548/posts/2024710624449144/?comment_id=2024879231098950&__cft__[0]=AZXIwZQ1aDBspdLPv818SvFamOS-TzGtwomBPrFc6de2xeP_G8WrWRM4d2QWZfeZ8ByBynbbCQodQRmtK-4geFIh4kXsMFv4kqhblkpbnJgVJvstfQzzxjS8PG4cbmKqshhqiMLL9sN1LohVhB7HGyOXjZQLus6nA9atSjojuLWcA24VC5OGyJVAUwr5BrrRxRy0quAy3sfhkgSpqpbV66oJ&__tn__=R-R,0
unknown,2019-04-08,Ockey,https://www.facebook.com/groups/1996906587229548/posts/2024710624449144/?comment_id=2024813687772171&__cft__[0]=AZXIwZQ1aDBspdLPv818SvFamOS-TzGtwomBPrFc6de2xeP_G8WrWRM4d2QWZfeZ8ByBynbbCQodQRmtK-4geFIh4kXsMFv4kqhblkpbnJgVJvstfQzzxjS8PG4cbmKqshhqiMLL9sN1LohVhB7HGyOXjZQLus6nA9atSjojuLWcA24VC5OGyJVAUwr5BrrRxRy0quAy3sfhkgSpqpbV66oJ&__tn__=R-R,0
unknown,2019-04-08,pounts or tons? i thought I read tons,https://www.facebook.com/groups/1996906587229548/posts/2019266498326890/?comment_id=2019376781649195&__cft__[0]=AZVggr3gFNK6_yEUzK5bB1fvnRZIrtjuvaxjNUPEsK19yii36MEqeor4IJS6FQR2QWSW0YW4QF375BN2IhYt5ddt13AB6ionj2pWwpQ9BRFVkjHd8HE3t9XzBjeJxvst_w4h7YpPoeiD-bEbHHISKYS-TDPOhJQ15wnG6RnsVnJElNaVumDfrnW2ZMjK6UsM9lEBaWY-9JQyBsrrDD9weL9RCERxZebVCjTurNFoY_cNoA&__tn__=R-R,0
unknown,2019-04-08,Thank you!,https://www.facebook.com/groups/1996906587229548/posts/2018283918425148/?comment_id=2018831048370435&__cft__[0]=AZUZ39PdGPf_L8YqS7yjIZkKWOUqKJkLcXOFLt9-fCFKtcy2eYzaa7yX5HapOFExpukUTma_hWx86mN0Z49zqAnVCw84J2At2voGriH6FNnWNobAAVvULY0lx4GjIg-zl6uzhsyDRi6oD0DM1oIKjrjzGplfqBFGB1Y3MpiKLdBLJgyzty-y_kLOeb_Q7ibS_x4&__tn__=R-R,0
unknown,2019-04-08,I was concerned with peabodys comment on dioxin levels so 20 per trillion is the threshold limit. Seems high. 2 per trillion is normal background,https://www.facebook.com/groups/1996906587229548/posts/2018283918425148/?comment_id=2018522911734582&__cft__[0]=AZUZ39PdGPf_L8YqS7yjIZkKWOUqKJkLcXOFLt9-fCFKtcy2eYzaa7yX5HapOFExpukUTma_hWx86mN0Z49zqAnVCw84J2At2voGriH6FNnWNobAAVvULY0lx4GjIg-zl6uzhsyDRi6oD0DM1oIKjrjzGplfqBFGB1Y3MpiKLdBLJgyzty-y_kLOeb_Q7ibS_x4&__tn__=R-R,0
unknown,2019-04-08,Have to go to city website.. ty:),https://www.facebook.com/groups/1996906587229548/posts/2018867398366800/?comment_id=2019063061680567&__cft__[0]=AZU4OquobDhi__qcEqUm1oU1s95BNs3FWBPr_AZ1Pr3LFFsONIoL__tkkW0O_Zh9935St7xXTq6MztFuV1s5ZnqdXX5Fw1xmrQQFmObnWJKhkzfcMUcb6HgQDGvOoQYTUBuzpP5tJm543J8KM8RciQTOqMFd5w2NkdZnYSuwe-nJdMp1XuB2zk_eoUgojeVrnTdHubMfGNTYACrS8Q39Japb8ct0iXHK3m9gmR1syHngyw&__tn__=R-R,0
unknown,2019-04-08,I think city water has always tasted horrible.,https://www.facebook.com/groups/1996906587229548/posts/2018306138422926/?comment_id=2018615461725327&__cft__[0]=AZUsHyoxf4CCOTofoN4-Rx-eQXY6VGXqkpSL0ZKBJlXQ_fW1fzcs2om928bXvfZreY5novBtA34CIbxFCl4KCjdwaFGK-WyWRy1KzyKcXy7XAH5Ywfg37sX9_yZqinRsKcLvUBJo5p23Jm6NPAlhaGISpxxVi84KhyU3crQpWk0z2SclQo6BgCeuRlwY3StBlmQ&__tn__=R-R,0
unknown,2019-04-08,Back then city water tasted awful,https://www.facebook.com/groups/1996906587229548/posts/2018306138422926/?comment_id=2018555731731300&__cft__[0]=AZUsHyoxf4CCOTofoN4-Rx-eQXY6VGXqkpSL0ZKBJlXQ_fW1fzcs2om928bXvfZreY5novBtA34CIbxFCl4KCjdwaFGK-WyWRy1KzyKcXy7XAH5Ywfg37sX9_yZqinRsKcLvUBJo5p23Jm6NPAlhaGISpxxVi84KhyU3crQpWk0z2SclQo6BgCeuRlwY3StBlmQ&__tn__=R-R,0
unknown,2019-04-08,"I signed up and am awaiting notification of the next online course. There is a page on the website that explains the purpose of this program that is run through the University of Illinois (grant) in order to help educate rural areas about private wells…
See more
",https://www.facebook.com/groups/1996906587229548/posts/2018436271743246/?comment_id=2018450968408443&__cft__[0]=AZVdEqVsbKgCW4kvLko6Q56z0S9O7MkBwcIoyAGI9waZSX8-3-MqrmE24eBGQ00ZsGbjlRRMdMOPrBb-CVo9jHfDYoEMB6VY32DzqTgjCYqyudNGjYfxP7Vl_tlLNv-l5qE09NMc8iD7vi_d3n6jw6DT1dKdgcioCJgkGDvAZTvsM-qps0hOKgpi5r1nk_KYZG6i-1h7oTE5t47bQgowmAdj&__tn__=R-R,0
